world_key,scenario,pressure,capacity_cv,continuous_winner,atomic_winner,winner_mismatch,spearman_rho
E3:separated:p0.85:cv1.0:r5,separated,0.85,1.0,fii_bnn_R,fii_smith_R,True,-0.7745966692414834
E3:separated:p0.85:cv1.0:r6,separated,0.85,1.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:separated:p0.85:cv1.0:r7,separated,0.85,1.0,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:separated:p0.85:cv1.0:r8,separated,0.85,1.0,fii_smith_R,fii_logit_R,True,-0.8944271909999159
E3:separated:p0.85:cv1.0:r9,separated,0.85,1.0,fii_smith_R,fii_bnn_R,True,0.39999999999999997
E3:uniform:p0.7:cv0.0:r0,uniform,0.7,0.0,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.7:cv0.0:r1,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.7:cv0.0:r10,uniform,0.7,0.0,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.7:cv0.0:r11,uniform,0.7,0.0,fii_smith_R,fii_logit_R,True,-0.632455532033676
E3:uniform:p0.7:cv0.0:r12,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv0.0:r13,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.7:cv0.0:r14,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.7:cv0.0:r15,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.7:cv0.0:r16,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.7:cv0.0:r17,uniform,0.7,0.0,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.7:cv0.0:r18,uniform,0.7,0.0,fii_smith_R,fii_logit_R,True,-0.2581988897471611
E3:uniform:p0.7:cv0.0:r19,uniform,0.7,0.0,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.7:cv0.0:r2,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,-0.316227766016838
E3:uniform:p0.7:cv0.0:r20,uniform,0.7,0.0,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.7:cv0.0:r21,uniform,0.7,0.0,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.7:cv0.0:r22,uniform,0.7,0.0,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.7:cv0.0:r23,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.7:cv0.0:r24,uniform,0.7,0.0,fii_smith_R,fii_smith_R,False,0.316227766016838
E3:uniform:p0.7:cv0.0:r25,uniform,0.7,0.0,fii_smith_R,fii_replicator_R,True,-0.7999999999999999
E3:uniform:p0.7:cv0.0:r26,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.7:cv0.0:r27,uniform,0.7,0.0,fii_smith_R,fii_logit_R,True,-0.7378647873726218
E3:uniform:p0.7:cv0.0:r28,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv0.0:r29,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv0.0:r3,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.7:cv0.0:r4,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.7:cv0.0:r5,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.7:cv0.0:r6,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.7:cv0.0:r7,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv0.0:r8,uniform,0.7,0.0,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.7:cv0.0:r9,uniform,0.7,0.0,fii_smith_R,fii_bnn_R,True,0.39999999999999997
E3:uniform:p0.7:cv0.35:r0,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.7:cv0.35:r1,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.7:cv0.35:r10,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv0.35:r11,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,-0.316227766016838
E3:uniform:p0.7:cv0.35:r12,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.316227766016838
E3:uniform:p0.7:cv0.35:r13,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.7:cv0.35:r14,uniform,0.7,0.35,fii_smith_R,fii_logit_R,True,-0.7378647873726218
E3:uniform:p0.7:cv0.35:r15,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.7:cv0.35:r16,uniform,0.7,0.35,fii_smith_R,fii_logit_R,True,-0.316227766016838
E3:uniform:p0.7:cv0.35:r17,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.7:cv0.35:r18,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.7:cv0.35:r19,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.7:cv0.35:r2,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.316227766016838
E3:uniform:p0.7:cv0.35:r20,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv0.35:r21,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.7:cv0.35:r22,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.316227766016838
E3:uniform:p0.7:cv0.35:r23,uniform,0.7,0.35,fii_smith_R,fii_replicator_R,True,-0.7999999999999999
E3:uniform:p0.7:cv0.35:r24,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.7:cv0.35:r25,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.7:cv0.35:r26,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.7:cv0.35:r27,uniform,0.7,0.35,fii_smith_R,fii_logit_R,True,-0.8944271909999159
E3:uniform:p0.7:cv0.35:r28,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv0.35:r29,uniform,0.7,0.35,fii_smith_R,fii_replicator_R,True,-0.9486832980505139
E3:uniform:p0.7:cv0.35:r3,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.7:cv0.35:r4,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.7:cv0.35:r5,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.7:cv0.35:r6,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.7:cv0.35:r7,uniform,0.7,0.35,fii_smith_R,fii_bnn_R,True,0.7999999999999999
E3:uniform:p0.7:cv0.35:r8,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.7:cv0.35:r9,uniform,0.7,0.35,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.7:cv0.65:r0,uniform,0.7,0.65,fii_smith_R,fii_smith_R,False,0.7999999999999999
E3:uniform:p0.7:cv0.65:r1,uniform,0.7,0.65,fii_smith_R,fii_logit_R,True,-0.8944271909999159
E3:uniform:p0.7:cv0.65:r10,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv0.65:r11,uniform,0.7,0.65,fii_smith_R,fii_smith_R,False,0.316227766016838
E3:uniform:p0.7:cv0.65:r12,uniform,0.7,0.65,fii_smith_R,fii_replicator_R,True,-0.7378647873726218
E3:uniform:p0.7:cv0.65:r13,uniform,0.7,0.65,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.7:cv0.65:r14,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.7:cv0.65:r15,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.7:cv0.65:r16,uniform,0.7,0.65,fii_smith_R,fii_smith_R,False,0.316227766016838
E3:uniform:p0.7:cv0.65:r17,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,-0.316227766016838
E3:uniform:p0.7:cv0.65:r18,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv0.65:r19,uniform,0.7,0.65,fii_smith_R,fii_logit_R,True,-0.8944271909999159
E3:uniform:p0.7:cv0.65:r2,uniform,0.7,0.65,fii_smith_R,fii_smith_R,False,0.39999999999999997
E3:uniform:p0.7:cv0.65:r20,uniform,0.7,0.65,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.7:cv0.65:r21,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.7:cv0.65:r22,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv0.65:r23,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.7:cv0.65:r24,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.7:cv0.65:r25,uniform,0.7,0.65,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.7:cv0.65:r26,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.7:cv0.65:r27,uniform,0.7,0.65,fii_smith_R,fii_logit_R,True,-0.8944271909999159
E3:uniform:p0.7:cv0.65:r28,uniform,0.7,0.65,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.7:cv0.65:r29,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,-0.316227766016838
E3:uniform:p0.7:cv0.65:r3,uniform,0.7,0.65,fii_smith_R,fii_logit_R,True,-0.8944271909999159
E3:uniform:p0.7:cv0.65:r4,uniform,0.7,0.65,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.7:cv0.65:r5,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv0.65:r6,uniform,0.7,0.65,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.7:cv0.65:r7,uniform,0.7,0.65,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.7:cv0.65:r8,uniform,0.7,0.65,fii_smith_R,fii_logit_R,True,-0.8944271909999159
E3:uniform:p0.7:cv0.65:r9,uniform,0.7,0.65,fii_smith_R,fii_bnn_R,True,-0.19999999999999998
E3:uniform:p0.7:cv1.0:r0,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,0.7745966692414834
E3:uniform:p0.7:cv1.0:r1,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv1.0:r10,uniform,0.7,1.0,fii_smith_R,fii_logit_R,True,-0.7378647873726218
E3:uniform:p0.7:cv1.0:r11,uniform,0.7,1.0,fii_smith_R,fii_replicator_R,True,-1.0
E3:uniform:p0.7:cv1.0:r12,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv1.0:r13,uniform,0.7,1.0,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.7:cv1.0:r14,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,-0.632455532033676
E3:uniform:p0.7:cv1.0:r15,uniform,0.7,1.0,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.7:cv1.0:r16,uniform,0.7,1.0,fii_smith_R,fii_logit_R,True,-0.7378647873726218
E3:uniform:p0.7:cv1.0:r17,uniform,0.7,1.0,fii_smith_R,fii_logit_R,True,-0.7378647873726218
E3:uniform:p0.7:cv1.0:r18,uniform,0.7,1.0,fii_smith_R,fii_logit_R,True,-0.7378647873726218
E3:uniform:p0.7:cv1.0:r19,uniform,0.7,1.0,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.7:cv1.0:r2,uniform,0.7,1.0,fii_smith_R,fii_smith_R,False,0.7999999999999999
E3:uniform:p0.7:cv1.0:r20,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.7:cv1.0:r21,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv1.0:r22,uniform,0.7,1.0,fii_smith_R,fii_replicator_R,True,-0.7745966692414834
E3:uniform:p0.7:cv1.0:r23,uniform,0.7,1.0,fii_smith_R,fii_smith_R,False,0.316227766016838
E3:uniform:p0.7:cv1.0:r24,uniform,0.7,1.0,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.7:cv1.0:r25,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,0.7999999999999999
E3:uniform:p0.7:cv1.0:r26,uniform,0.7,1.0,fii_smith_R,fii_smith_R,False,0.316227766016838
E3:uniform:p0.7:cv1.0:r27,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv1.0:r28,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.7:cv1.0:r29,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.7:cv1.0:r3,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.7:cv1.0:r4,uniform,0.7,1.0,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.7:cv1.0:r5,uniform,0.7,1.0,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.7:cv1.0:r6,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,0.7745966692414834
E3:uniform:p0.7:cv1.0:r7,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,0.9486832980505139
E3:uniform:p0.7:cv1.0:r8,uniform,0.7,1.0,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.7:cv1.0:r9,uniform,0.7,1.0,fii_smith_R,fii_bnn_R,True,-0.316227766016838
E3:uniform:p0.85:cv0.0:r0,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.85:cv0.0:r1,uniform,0.85,0.0,fii_smith_R,fii_replicator_R,True,-0.6000000000000001
E3:uniform:p0.85:cv0.0:r10,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.85:cv0.0:r11,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.0:r12,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.85:cv0.0:r13,uniform,0.85,0.0,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.85:cv0.0:r14,uniform,0.85,0.0,fii_smith_R,fii_smith_R,False,0.7999999999999999
E3:uniform:p0.85:cv0.0:r15,uniform,0.85,0.0,fii_smith_R,fii_logit_R,True,
E3:uniform:p0.85:cv0.0:r16,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.0:r17,uniform,0.85,0.0,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.85:cv0.0:r18,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.85:cv0.0:r19,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.0:r2,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv0.0:r20,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.0:r21,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv0.0:r22,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.0:r23,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv0.0:r24,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.0:r25,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.0:r26,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,-0.316227766016838
E3:uniform:p0.85:cv0.0:r27,uniform,0.85,0.0,fii_smith_R,fii_logit_R,True,-0.7378647873726218
E3:uniform:p0.85:cv0.0:r28,uniform,0.85,0.0,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.85:cv0.0:r29,uniform,0.85,0.0,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.85:cv0.0:r3,uniform,0.85,0.0,fii_smith_R,fii_smith_R,False,
E3:uniform:p0.85:cv0.0:r4,uniform,0.85,0.0,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.85:cv0.0:r5,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv0.0:r6,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.0:r7,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv0.0:r8,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.0:r9,uniform,0.85,0.0,fii_smith_R,fii_bnn_R,True,0.6000000000000001
E3:uniform:p0.85:cv0.35:r0,uniform,0.85,0.35,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.85:cv0.35:r1,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,-0.316227766016838
E3:uniform:p0.85:cv0.35:r10,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv0.35:r11,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.35:r12,uniform,0.85,0.35,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.85:cv0.35:r13,uniform,0.85,0.35,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.85:cv0.35:r14,uniform,0.85,0.35,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.85:cv0.35:r15,uniform,0.85,0.35,fii_smith_R,fii_smith_R,False,0.316227766016838
E3:uniform:p0.85:cv0.35:r16,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.35:r17,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv0.35:r18,uniform,0.85,0.35,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.85:cv0.35:r19,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.35:r2,uniform,0.85,0.35,fii_smith_R,fii_smith_R,False,0.316227766016838
E3:uniform:p0.85:cv0.35:r20,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.85:cv0.35:r21,uniform,0.85,0.35,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.85:cv0.35:r22,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.35:r23,uniform,0.85,0.35,fii_smith_R,fii_replicator_R,True,0.19999999999999998
E3:uniform:p0.85:cv0.35:r24,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.35:r25,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.35:r26,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.85:cv0.35:r27,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.85:cv0.35:r28,uniform,0.85,0.35,fii_smith_R,fii_smith_R,False,0.316227766016838
E3:uniform:p0.85:cv0.35:r29,uniform,0.85,0.35,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.85:cv0.35:r3,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.85:cv0.35:r4,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv0.35:r5,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.85:cv0.35:r6,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.85:cv0.35:r7,uniform,0.85,0.35,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.85:cv0.35:r8,uniform,0.85,0.35,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.85:cv0.35:r9,uniform,0.85,0.35,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.85:cv0.65:r0,uniform,0.85,0.65,fii_smith_R,fii_logit_R,True,-0.8944271909999159
E3:uniform:p0.85:cv0.65:r1,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.85:cv0.65:r10,uniform,0.85,0.65,fii_smith_R,fii_logit_R,True,-0.8944271909999159
E3:uniform:p0.85:cv0.65:r11,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.85:cv0.65:r12,uniform,0.85,0.65,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.85:cv0.65:r13,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv0.65:r14,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.85:cv0.65:r15,uniform,0.85,0.65,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.85:cv0.65:r16,uniform,0.85,0.65,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.85:cv0.65:r17,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.65:r18,uniform,0.85,0.65,fii_smith_R,fii_smith_R,False,
E3:uniform:p0.85:cv0.65:r19,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.65:r2,uniform,0.85,0.65,fii_smith_R,fii_logit_R,True,-0.8944271909999159
E3:uniform:p0.85:cv0.65:r20,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv0.65:r21,uniform,0.85,0.65,fii_smith_R,fii_smith_R,False,0.7999999999999999
E3:uniform:p0.85:cv0.65:r22,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,-0.316227766016838
E3:uniform:p0.85:cv0.65:r23,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.85:cv0.65:r24,uniform,0.85,0.65,fii_smith_R,fii_logit_R,True,-0.8944271909999159
E3:uniform:p0.85:cv0.65:r25,uniform,0.85,0.65,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.85:cv0.65:r26,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,-0.7745966692414834
E3:uniform:p0.85:cv0.65:r27,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,-0.19999999999999998
E3:uniform:p0.85:cv0.65:r28,uniform,0.85,0.65,fii_smith_R,fii_logit_R,True,-0.9486832980505139
E3:uniform:p0.85:cv0.65:r29,uniform,0.85,0.65,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.85:cv0.65:r3,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv0.65:r4,uniform,0.85,0.65,fii_smith_R,fii_smith_R,False,0.7745966692414834
E3:uniform:p0.85:cv0.65:r5,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,0.0
E3:uniform:p0.85:cv0.65:r6,uniform,0.85,0.65,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.85:cv0.65:r7,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv0.65:r8,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,0.9486832980505139
E3:uniform:p0.85:cv0.65:r9,uniform,0.85,0.65,fii_smith_R,fii_bnn_R,True,0.0
E3:uniform:p0.85:cv1.0:r0,uniform,0.85,1.0,fii_smith_R,fii_logit_R,True,-0.7378647873726218
E3:uniform:p0.85:cv1.0:r1,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.85:cv1.0:r10,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,0.7999999999999999
E3:uniform:p0.85:cv1.0:r11,uniform,0.85,1.0,fii_bnn_R,fii_logit_R,True,0.0
E3:uniform:p0.85:cv1.0:r12,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv1.0:r13,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv1.0:r14,uniform,0.85,1.0,fii_bnn_R,fii_bnn_R,False,
E3:uniform:p0.85:cv1.0:r15,uniform,0.85,1.0,fii_smith_R,fii_logit_R,True,-0.7999999999999999
E3:uniform:p0.85:cv1.0:r16,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,0.2581988897471611
E3:uniform:p0.85:cv1.0:r17,uniform,0.85,1.0,fii_smith_R,fii_replicator_R,True,
E3:uniform:p0.85:cv1.0:r18,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv1.0:r19,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv1.0:r2,uniform,0.85,1.0,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.85:cv1.0:r20,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv1.0:r21,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,0.7378647873726218
E3:uniform:p0.85:cv1.0:r22,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,
E3:uniform:p0.85:cv1.0:r23,uniform,0.85,1.0,fii_smith_R,fii_smith_R,False,
E3:uniform:p0.85:cv1.0:r24,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,0.8944271909999159
E3:uniform:p0.85:cv1.0:r25,uniform,0.85,1.0,fii_smith_R,fii_smith_R,False,0.9486832980505139
E3:uniform:p0.85:cv1.0:r26,uniform,0.85,1.0,fii_smith_R,fii_bnn_R,True,
